root,serial,level,part_of_speech,addition,explaination_e,explaination_c
004790,19-004790-00-2,9,n.,representatives,-,代表，代理人；代表他人者；销售代表，销售代理；典型人物，有代表性的事物；（美国）众议院议员；（类或群的）样本，代表物
007222,19-007222-00-1,9,n.,,-,傲慢，自大
005430,19-005430-00-1,9,n.,specifications,-,规格，规范，明细单，说明书；明确说明，详述；（申请专利用的）发明物说明书
000241,19-000241-00-1,9,n.,ambiguities,-,模棱两可，不明确；含混不清的语句；一语多义；暧昧，难以理解的感情（或想法）
000758,19-000758-00-1,9,n.,cables,-,电缆；钢缆，缆绳；电报；有线电视
000758,19-000758-00-2,9,v.,cables-cabling-cabled-cabled,-,给……安装有线电视；给……发电报
007158,19-007158-00-1,9,v.,lodges-lodging-lodged-lodged,-,（使）固定，（使）卡住；（通常付住宿费地）借住，寄住，（为某人）提供住宿；存放，寄放（贵重物品）；正式提出（投诉、要求等）；铭记，留存
007158,19-007158-00-2,9,n.,lodges,-,（公园或宅第的）门口小屋，门房；（大学、机构等的）门房，管理员室；（乡村或山间供狩猎者等使用的）小屋，小舍；（地方分会会员的）集会地，活动地；（河狸或水獭的）穴，窝；印第安锥形棚屋；（剑桥的）学院院长住宅；用于名字中宅，舍，旅馆
007158,19-007158-00-3,9,-,-,-,【名】 （Lodge）（美）洛奇（人名）
007250,19-007250-00-1,9,vi.,-,-,剽窃；抄袭
007250,19-007250-00-2,9,vt.,-,-,剽窃；抄袭
001054,19-001054-00-1,9,adj.,more commercial-most commercial,-,商业的，商务的；商业化的，以获利为目的的；由广告商支付的；（化学制品）大量供应且纯度不高的
001054,19-001054-00-2,9,n.,commercials,-,电视广告，电台广告
001671,19-001671-00-1,9,v.,displaces-displacing-displaced-displaced,-,取代，代替；使（人或动物群体）离开家园；移动，转移
003077,19-003077-00-1,9,n.,interpretations,-,解释，理解；表演，演奏，艺术处理；口译
007687,19-007687-00-1,9,n.,scouts,-,侦察兵，侦察机；侦查（尤指勘察地区）；童子军（the Scouts）；（英国大学里清扫学生房间的）校工；（演员、运动员等的）人才发掘者，星探；侦查蜂；童子军队员
007687,19-007687-00-2,9,v.,scouts-scouting-scouted-scouted,-,（在某个地区）寻找，搜寻；物色（尤指体育或娱乐）人才；<罕> 轻蔑地拒绝（建议，想法）；探查，侦查；跟踪，监视
007543,19-007543-00-1,9,n.,,-,损坏，糟蹋；掠夺；损坏物
002703,19-002703-00-1,9,n.,hierarchies,-,等级制度；统治集团；等级体系
007761,19-007761-00-1,9,n.,bibliographies,-,参考书目，文献目录；目录学，文献学
007298,19-007298-00-1,9,n.,,-,幼虫，幼体（larva 的复数）
005689,19-005689-00-1,9,n.,supplements,-,补充物，增补物；营养片剂，补品；补助，补贴；额外服务费用；（报纸或杂志的）副刊，增刊；（书籍的）补编，附录；（几何）补角
005689,19-005689-00-2,9,v.,supplements-supplementing-supplemented-supplemented,-,增加，增补
007027,19-007027-00-1,9,n.,delinquencies,-,（尤指青少年的）犯罪，不良行为；拖欠债务；玩忽职守
004074,19-004074-00-1,9,adj.,more particular-most particular,-,特定的，某一的；格外的，特别的；讲究的，挑剔的；特殊的，独特的；详细的，详尽的
004074,19-004074-00-2,9,n.,particulars,-,一点，一个细节； 详细资料，详情（particulars）；（哲学）（与普遍性相对的）特殊性
001599,19-001599-00-1,9,n.,dimensions,-,大小，尺寸；（空间的）维度；范围，规模；方面，部分
001599,19-001599-00-2,9,v.,dimensions-dimensioning-dimensioned-dimensioned,-,切削（或制作）成特定尺寸；标出尺寸
001243,19-001243-00-1,9,n.,cooperations,-,合作，协作；协助，配合
007885,19-007885-00-1,9,adj.,-,-,用功的；热心的；专心的；故意的；适于学习的
007451,19-007451-00-1,9,n.,prospectuses,-,（学校的）简章；（企业的）招股章程
007420,19-007420-00-1,9,n.,menaces,-,威胁，危险的人或物；烦人的人（或事物），引起麻烦的人（或事物）；危险气氛，威胁；<英，法律>（以）威胁（或恐吓）的手段（索要钱财）
007420,19-007420-00-2,9,v.,menaces-menacing-menaced-menaced,-,<正式>威胁，威吓
007130,19-007130-00-1,9,n.,censors,-,检查员，审查官；潜意识抑制力；（古罗马）监察官
007130,19-007130-00-2,9,v.,censors-censoring-censored-censored,-,审查，删改（书、电影、信件等）
007547,19-007547-00-1,9,n.,latitudes,-,纬度；纬度地区；选择的自由，回旋余地；（感光乳剂，相纸）曝光宽容度
008341,19-008341-00-1,9,adj.,-,-,反复出现，再次发生；循环小数的；经常性的
008341,19-008341-00-2,9,v.,-,-,再发生，反复出现；（思考或讲话时）重新回到，反复提及（recur to）；（小数）循环（recur 的现在分词）
002456,19-002456-00-1,9,n.,generalizations,-,（依据不足的）概括，泛论（=generalisation）
004739,19-004739-00-1,9,n.,,-,相关性，实用性，意义
008334,19-008334-00-1,9,n.,,-,滋养品；食物
008334,19-008334-00-2,9,vt.,-,-,向……提供营养物
001231,19-001231-00-1,9,v.,convicts-convicting-convicted-convicted,-,定罪，宣判……有罪
001231,19-001231-00-2,9,n.,convicts,-,已决犯，服刑囚犯
002127,19-002127-00-1,9,v.,facilitates-facilitating-facilitated-facilitated,-,使更容易，使便利；促进，推动
007649,19-007649-00-1,9,n.,manors,-,庄园；领地；采邑，采地
007649,19-007649-00-2,9,n.,manors,-,（Manor）人名；（英）马诺尔
005836,19-005836-00-1,9,adj.,tenser-tensest,-,紧张的，焦虑的；（气氛或局势）令人紧张的，引发恐慌的；（身体或肌肉）僵直的，绷紧的；（金属丝等）拉紧的，绷紧的；（语音，尤指元音）紧的
005836,19-005836-00-2,9,v.,tenses-tensing-tensed-tensed,-,（使）（身体或肌肉）绷紧，（使）变得僵直；变得神经紧张
005836,19-005836-00-3,9,n.,tenses,-,（动词的）时态
007859,19-007859-00-1,9,adj.,-,-,可拉长的，可伸展的；张力的，抗张的
001348,19-001348-00-1,9,v.,cultivates-cultivating-cultivated-cultivated,-,开垦，耕作；栽培，培育；陶冶，培养；建立（友谊），结交
007178,19-007178-00-1,9,n.,vernaculars,-,本地话，方言；（建筑的）民间风格；<非正式>行话，术语；动植物的俗名
007178,19-007178-00-2,9,adj.,-,-,方言的，本地语的；（建筑）民间风格的；（艺术的）民间风俗的
007404,19-007404-00-1,9,n.,,-,[内科] 内科医生
007224,19-007224-00-1,9,v.,dignifies-dignifying-dignified-dignified,-,使有尊严，使高贵；使显得堂皇，抬高……的身价
000206,19-000206-00-1,9,v.,alleges-alleging-alleged-alleged,-,(未经证实地）宣称，指控
008208,19-008208-00-1,9,adj.,-,-,徒劳的，无用的；不重要的；没有出息的
007452,19-007452-00-1,9,vi.,-,-,拘泥小节；为琐事费时；挑剔
007452,19-007452-00-2,9,vt.,-,-,小气地给……；玩忽
007452,19-007452-00-3,9,n.,niggles,-,小牢骚；疑虑，烦恼
003553,19-003553-00-1,9,v.,merges-merging-merged-merged,-,（使）合并，（使）融合；渐渐消失于，融入；兼并（产权，产业）
003553,19-003553-00-2,9,-,-,-,【名】 （Merge）（意）梅尔杰（人名）
008265,19-008265-00-1,9,adj.,-,-,（特点或疾病）遗传的；（头衔、职位或权利）承袭的，世袭的；有世袭身分（或头衔）的；（数）（集合的）遗传的
001074,19-001074-00-1,9,adj.,-,-,兼容的；可共存的；可和睦相处的；与……一致的
001074,19-001074-00-2,9,n.,,-,兼容性计算机
001179,19-001179-00-1,9,v.,constrains-constraining-constrained-constrained,-,限制，约束；强迫，迫使
007577,19-007577-00-1,9,v.,entails-entailing-entailed-entailed,-,使必要，需要；<旧>遗赠（财产），限定继承；使人承担
007577,19-007577-00-2,9,n.,,-,限定继承，限嗣继承的财产
008338,19-008338-00-1,9,v.,sways-swaying-swayed-swayed,-,摇摆，摇晃，摆动；影响（某人），使改变看法；<文> 统治，管理；（使）摇摆，摇动
008338,19-008338-00-2,9,n.,,-,统治，势力，支配，控制，影响；摇摆，摆动；统治，影响
008085,19-008085-00-1,9,v.,obstructs-obstructing-obstructed-obstructed,-,堵塞，阻塞（洞口、通道、道路等）；遮住，挡住（视线）；阻碍，妨碍
007952,19-007952-00-1,9,v.,entwines-entwining-entwined-entwined,-,缠住，盘绕；使缠绕；与……密切相关
008047,19-008047-00-1,9,n.,keystones,-,基础，主旨；基本原则；楔石；拱顶石
007833,19-007833-00-1,9,adj.,-,-,有延展性的，易塑形的；容易改变的，易受影响的
007704,19-007704-00-1,9,vi.,-,-,冲刷；擦；腹泻
007704,19-007704-00-2,9,vt.,-,-,擦亮，洗涤；冲洗，清除
007704,19-007704-00-3,9,n.,scours,-,擦，冲刷；洗涤剂；（畜类等的）腹泻
008031,19-008031-00-1,9,adj.,-,-,有事业心的，有进取心的；有魄力的，有胆量的
007410,19-007410-00-1,9,n.,stems,-,（植物、灌木的）茎，干；（高脚酒杯的）柄脚；（语法中的）词干；烟斗柄；主干；船头，艏柱；（机械装置的）阀杆，导杆，棒；<古，文>血统；<美>（手表的）发条转柄；（文字的）干线，（音符的）符干；<美，非正式>鸦片烟枪
007410,19-007410-00-2,9,v.,stems-stemming-stemmed-stemmed,-,阻止，遏制；止住（液体的流动）；起源于；去梗，去柄；（船）逆流而行；（滑雪）向外转动（滑雪屐）以便转弯（或减速）；给……装柄
007410,19-007410-00-3,9,abbr.,-,-,"（STEM）理工科的统称（science, technology, engineering, and mathematics）"
008010,19-008010-00-1,9,adj.,-,-,费解的；无限的；不可思议的
007941,19-007941-00-1,9,adj.,more inflammable-most inflammable,-,易燃的；易怒的；易激动的
007941,19-007941-00-2,9,n.,inflammables,-,易燃物
003729,19-003729-00-1,9,adj.,-,-,本地出生的，出生地的；天生的，天赋的；原产于某地的，土产的；母语的；土著的，土著人的；<澳> （动、植物）像外地物种的；（金属或其他矿物）天然的，呈天然纯态的；（计算机）本机器码
003729,19-003729-00-2,9,n.,natives,-,土生土长者，本地人；当地居民；土著人；土生植物（或动物）
007745,19-007745-00-1,9,n.,swivels,-,转环；转椅座架
007745,19-007745-00-2,9,vt.,-,-,使旋转
007745,19-007745-00-3,9,vi.,-,-,旋转
008078,19-008078-00-1,9,n.,,-,中部，中间
008078,19-008078-00-2,9,prep.,-,-,在……中间，在……之中（=amidst）
007055,19-007055-00-1,9,n.,silts,-,淤泥，泥沙；粉砂尘，泥沙层；（技）粉砂
007055,19-007055-00-2,9,v.,silts-silting-silted-silted,-,（使）淤塞
008128,19-008128-00-1,9,vt.,-,-,危及；使陷于危险
007943,19-007943-00-1,9,adj.,-,-,（价格、要求等）过分的，离谱的
001693,19-001693-00-1,9,adj.,-,-,独特的，与众不同的
002357,19-002357-00-1,9,n.,fragrances,-,芳香，香气；香水
008057,19-008057-00-1,9,adj.,-,-,好战的，好争论的
007412,19-007412-00-1,9,adj.,-,-,有两部分的，双重的；两倍的
007412,19-007412-00-2,9,adv.,-,-,双重地，两倍地
002884,19-002884-00-1,9,adj.,more impressive-most impressive,-,给人印象深刻的，令人钦佩的
006361,19-006361-00-1,9,n.,verdicts,-,（法庭的）裁定，判决；（权威的）评判，定论；意见，决定
007230,19-007230-00-1,9,n.,booms,-,繁荣；流行，风靡；隆隆声；吊杆；帆桁；水栅
007230,19-007230-00-2,9,v.,booms-booming-boomed-boomed,-,迅速发展，繁荣；轰鸣，轰响；用低沉的声音说
007230,19-007230-00-3,9,-,-,-,【名】 （Boom）（英、美、荷、俄、比、德）博姆（人名）
002896,19-002896-00-1,9,adj.,more inadequate-most inadequate,-,不充分的，不足的，不够好的；不能胜任的，信心不足的
004816,19-004816-00-1,9,n.,,-,恢复力，复原力；（橡胶等的）弹性
005432,19-005432-00-1,9,n.,specimens,-,样品，标本；（尤指动植物的）实例；（化验的）抽样，血样，尿样；具有……特性的人（幽默用法）
008361,19-008361-00-1,9,adj.,-,-,公共的；群体的，团体的；种族间的，教派间的；（与他人）同做的，共事的
008361,19-008361-00-2,9,-,-,-,【名】 （Communal）（法）科米纳尔（人名）
007186,19-007186-00-1,9,adj.,-,-,维度的
000373,19-000373-00-1,9,n.,aspirations,-,渴望，抱负，志向；送气音；吸引术，抽吸
007322,19-007322-00-1,9,v.,tramps-tramping-tramped-tramped,-,拖着沉重的脚步走，踩，踏；长途跋涉
007322,19-007322-00-2,9,n.,tramps,-,流浪汉，流浪乞丐；沉重的脚步声；长途步行，徒步旅行；（航线不定的）货船；（为挖地而穿的长统靴底）金属片；铲尖；<贬>不正经的女人
007322,19-007322-00-3,9,-,-,-,【名】 （Tramp）（美）塔姆鄱（人名）
007848,19-007848-00-1,9,adj.,-,-,声音的，音频的
007848,19-007848-00-2,9,n.,,-,声音，音频
007299,19-007299-00-1,9,n.,correspondences,-,信件，信函；通信；相似，关联；一致
007766,19-007766-00-1,9,adj.,-,-,功利主义的，实利主义的；功利的，实用的
007766,19-007766-00-2,9,n.,,-,功利主义者
007001,19-007001-00-1,9,adv.,-,-,飞快地，迅速地；急速地
008181,19-008181-00-1,9,adj.,-,-,饮食的
008181,19-008181-00-2,9,n.,dietaries,-,<旧>规定（或限制）的饮食
003719,19-003719-00-1,9,n.,narratives,-,记叙文，叙述；叙事技巧
003719,19-003719-00-2,9,adj.,-,-,叙述的；叙事体的
007895,19-007895-00-1,9,adv.,-,-,相反地，反过来说
007752,19-007752-00-1,9,adj.,more fraught-most fraught,-,充满（糟糕或令人讨厌的事物）；造成忧虑（或紧张）的，受忧虑（或压力）影响的；<旧>充满的
007752,19-007752-00-2,9,n.,,-,货物
007752,19-007752-00-3,9,v.,fraughts-fraughting-fraught或fraughted-fraught或fraughted,-,装载
007320,19-007320-00-1,9,v.,deviates-deviating-deviated-deviated,-,偏离，脱离；违背
007320,19-007320-00-2,9,adj.,-,-,离经叛道的
007320,19-007320-00-3,9,n.,deviates,-,异类，偏离规范的人；偏离
000950,19-000950-00-1,9,adj.,-,-,公民的，国民的，国内的；平民的，民用的；文明的，有礼貌的；民法的（非刑法的），民事的；习俗规定的，历法规定的
000950,19-000950-00-2,9,-,-,-,【名】 （Civil）（土）吉维尔，（法）西维尔（人名）
007971,19-007971-00-1,9,n.,censures,-,<正式>严厉批评，谴责
007971,19-007971-00-2,9,v.,censures-censuring-censured-censured,-,<正式>严厉批评，正式谴责
002568,19-002568-00-1,9,n.,grips,-,紧握；掌握，控制；理解；不打滑，走得稳；手柄；紧握（或抓牢）的方式；（拍摄电影时）摄影机和照明设备管理人员；<英>发夹；旅行袋
002568,19-002568-00-2,9,v.,grips-gripping-gripped-gripped,-,握紧，夹住；（尤指通过摩擦力）牢牢地附着，紧贴；使感兴趣，吸引住（某人）的注意；对……产生强有力的影响
002568,19-002568-00-3,9,-,-,-,【名】 （Grip）（英、瑞典）格里普（人名）
001993,19-001993-00-1,9,n.,estates,-,财产，遗产；大片私有土地，庄园；<英>住宅区，工业区；<旧>社会阶层；（生活）状况，条件
008224,19-008224-00-1,9,adj.,-,-,有过失的；怠忽的；拖欠债务的
008224,19-008224-00-2,9,n.,,-,流氓；行为不良的人；失职者
007608,19-007608-00-1,9,n.,contingencies,-,可能发生的事，不测事件；应急措施，应急储备；应急开支；可能性，意外
007608,19-007608-00-2,9,adj.,-,-,（计划或措施）未雨绸缪的，应急的
007640,19-007640-00-1,9,v.,duplicates-duplicating-duplicated-duplicated,-,复制，复印；（无必要地）重复（某事）；使成倍增加
007640,19-007640-00-2,9,adj.,-,-,完全一样的，复制的；二重的
007640,19-007640-00-3,9,n.,duplicates,-,完全一样的东西，复制品
004818,19-004818-00-1,9,v.,resists-resisting-resisted-resisted,-,阻挡，抵制；抵抗，回击；耐得住，抵挡；使不受……的伤害，抗（伤害）
004818,19-004818-00-2,9,n.,resists,-,保护涂层（防染色、着釉等），防染材料
005505,19-005505-00-1,9,n.,stances,-,（公开表明的）观点，态度，立场；（尤指体育运动中的）站立姿势；（用来系绳索的）岩架，立足点，立脚处；街边市场，（街上小贩的）货摊，出租汽车停车处
003431,19-003431-00-1,9,n.,luxuries,-,奢华，华贵；奢侈品；不常有的乐趣，难得的享受
003431,19-003431-00-2,9,adj.,-,-,奢侈的，豪华的
003377,19-003377-00-1,9,n.,loans,-,贷款，借款；借用，借出；<苏格兰>（尤指通向开阔地的）小径；（未开垦的开阔的）挤奶牧场
003377,19-003377-00-2,9,v.,loans-loaning-loaned-loaned,-,借出，借给
001046,19-001046-00-1,9,adj.,-,-,滑稽的，好笑的；喜剧的
001046,19-001046-00-2,9,n.,comics,-,喜剧演员；连环漫画
008213,19-008213-00-1,9,v.,enacts-enacting-enacted-enacted,-,制定，通过，颁布（法令）；扮演，表演；使发生，付诸实际
001097,19-001097-00-1,9,n.,components,-,组成部分，成分，部件
001097,19-001097-00-2,9,adj.,-,-,组成的，构成的
007386,19-007386-00-1,9,n.,torrents,-,（尤指似乎无法控制的）狂潮，迸发；洪流，激流；（Torrent）（西、法、美）托伦特（人名）
007386,19-007386-00-2,9,v.,-,-,在急流中移动；通过比特流下载或上传文件
007386,19-007386-00-3,9,adj.,-,-,像急流的
007764,19-007764-00-1,9,adj.,-,-,<正式>不可更改的，不可取消的，无法挽回的
007072,19-007072-00-1,9,v.,expels-expelling-expelled-expelled,-,把……开除（或除名）；驱逐；排出（空气、水、气体等）
006342,19-006342-00-1,9,adj.,more variable-most variable,-,易变的，多变的；时好时坏的；可变的，可调节的；（数）（数字）变量的；（植，动）变异的，变型的；（齿轮）变速的
006342,19-006342-00-2,9,n.,variables,-,可变性，可变因素；（数学中的）变量，变元；（计算机）变量（元）；（天文）变星的简称；（东北信风带以北或南半球的东南信风带与西风带之间的）变风区
002140,19-002140-00-1,9,n.,faiths,-,信任，信心，信念；宗教；宗教信仰；忠诚
002140,19-002140-00-2,9,int.,-,-,<爱尔兰>用以表示惊讶或强调千真万确
002140,19-002140-00-3,9,-,-,-,【名】 （Faith）（英）费思，费丝，（匈）福伊特，（瑞典）法伊特（人名）
003561,19-003561-00-1,9,n.,metaphors,-,隐喻，暗喻；象征，标志
005394,19-005394-00-1,9,adj.,more sophisticated-most sophisticated,-,见多识广的，老练的，见过世面的；复杂巧妙的，先进的，精密的；水平高的，在行的；时尚的，精致的
005394,19-005394-00-2,9,v.,-,-,使老于世故；使（设备、技术等）更复杂先进；<古>（老练地）讲话（或推理）（sophisticate 的过去式和过去分词形式）
007125,19-007125-00-1,9,adj.,more scandalous-most scandalous,-,令人愤慨的，可耻的；丑闻的
007715,19-007715-00-1,9,n.,nutrients,-,养分，营养物
007715,19-007715-00-2,9,adj.,-,-,营养的，滋养的
007963,19-007963-00-1,9,v.,-,-,驱逐，赶出；喷射，排出；（飞行员从即将坠毁的飞机中）弹出；（磁带或光盘）弹出
003054,19-003054-00-1,9,v.,intensifies-intensifying-intensified-intensified,-,加剧，增强；增强（底片）的阻光度，增加（底片）的厚度
007159,19-007159-00-1,9,v.,corrodes-corroding-corroded-corroded,-,损害，破坏；腐蚀，侵蚀
001535,19-001535-00-1,9,adj.,-,-,不顾一切的，拼命的；极需要的，渴望的；极严重的，极危险的；绝望的，无望的；绝望的，无望的
000125,19-000125-00-1,9,adj.,-,-,足够的，适当的，合乎需要的；（品质）足够好的，令人满意的；（质量）达到要求的，勉强过关的
008175,19-008175-00-1,9,v.,blusters-blustering-blustered-blustered,-,咆哮，气势汹汹地说（但效果不大）；（风暴）呼啸；（雨）倾泻
008175,19-008175-00-2,9,n.,,-,气势汹汹的话
008019,19-008019-00-1,9,adj.,-,-,[生物] 两栖的，水陆两用的；具有双重性的
008256,19-008256-00-1,9,n.,,-,（对不同种族、宗教或性别的人所采取的）隔离并区别对待，隔离政策；隔离，分隔；（等位基因的）分离
007049,19-007049-00-1,9,n.,,-,离子
007049,19-007049-00-2,9,n.,,-,(Ion) （罗马尼亚、美）扬（人名）
007831,19-007831-00-1,9,n.,incongruities,-,不协调；不一致；不适宜
007221,19-007221-00-1,9,v.,roams-roaming-roamed-roamed,-,漫步，闲逛；（眼睛）扫视，（手）扫过；（思绪，想象力）遨游
007221,19-007221-00-2,9,n.,,-,漫步
007862,19-007862-00-1,9,n.,,-,（军事上的）伪装，隐蔽；（士兵作伪装用的）迷彩服，伪装色；（动物的）保护色，保护形状；掩饰，欺瞒
007862,19-007862-00-2,9,v.,camouflages-camouflaging-camouflaged-camouflaged,-,掩饰；伪装；掩盖（真相）；（用声音）盖过
003113,19-003113-00-1,9,adj.,-,-,看不见的，隐形的；无形的，非贸易的；被忽视的，不为人注意的
003113,19-003113-00-2,9,n.,invisibles,-,无形进出口
007076,19-007076-00-1,9,n.,recruiters,-,招聘人员，征兵人员
000617,19-000617-00-1,9,adj.,-,-,大胆自信的，敢于冒险的；冒失的，鲁莽的；明显的，轮廓突出的；粗体的，黑体的；<文>陡峭的
000617,19-000617-00-2,9,n.,,-,黑体，粗体
000617,19-000617-00-3,9,-,-,-,【名】 （Bold）（英、德、罗、捷、瑞典）博尔德（人名）
008272,19-008272-00-1,9,n.,,-,区分，差异化
005733,19-005733-00-1,9,v.,swaps-swapping-swapped-swapped,-,交换，交易； 用……替换，把……换成；交换（工作或岗位）； 交流（各自的经历、想法等）；停下（手头的事）改做
005733,19-005733-00-2,9,n.,swaps,-,交易，交换；交易物，交换物；交换工作；（财政）换期，互惠信贷
002021,19-002021-00-1,9,v.,exaggerates-exaggerating-exaggerated-exaggerated,-,夸大，言过其实；使扩大
007472,19-007472-00-1,9,adj.,-,-,神圣的，神圣化的
007153,19-007153-00-1,9,adj.,scantier或more scanty-scanties或most scanty,-,少量的，不足的；（衣服）暴露的，紧（身）的
007153,19-007153-00-2,9,n.,scanties,-,<非正式>女式小短裤（或衬裤）（scanties）
007568,19-007568-00-1,9,n.,,-,醒悟，清醒；不抱幻想
000611,19-000611-00-1,9,v.,boasts-boasting-boasted-boasted,-,有（值得自豪的东西）；吹嘘，夸耀
000611,19-000611-00-2,9,n.,boasts,-,夸耀，自吹自擂，感到自豪的事
000611,19-000611-00-3,9,-,-,-,【名】 (Boast)（英）博斯特（人名）
008347,19-008347-00-1,9,n.,-,-,停止，停顿
006367,19-006367-00-1,9,adj.,more vertical-most vertical,-,垂直的，直立的；纵向的；不同层次（或等级）的；（某类产品从生产到销售各个阶段）纵向结构的；（尤指疾病或遗传特性传递）代代相传的；（解剖）颅顶的，头顶的；<古>顶点的，最高点的
006367,19-006367-00-2,9,n.,verticals,-,垂直线，垂直面，竖直位置；竖杆；垂直高度差
007530,19-007530-00-1,9,v.,redresses-redressing-redressed-redressed,-,纠正；重新放直；重新调整，使恢复（平衡）；赔偿；救济
007530,19-007530-00-2,9,n.,-,-,赔偿；矫正；救济
004811,19-004811-00-1,9,n.,residences,-,住宅，住所；居住，定居；（在某国的）居住权，居留许可；（大学的）学生宿舍楼
007169,19-007169-00-1,9,n.,-,-,[生物] 休眠，冬眠；[生物] 蛰伏
007973,19-007973-00-1,9,adj.,-,-,<非正式>炎热的；（批评）严厉的，尖刻的；<非正式>飞快的；过早硫化的
007973,19-007973-00-2,9,v.,-,-,烧灼，炙烤；烧焦，烫坏；飞快移动，急驶（scorch 的现在分词）
004346,19-004346-00-1,9,adj.,-,-,明显的；占主导地位的，占支配地位的
000291,19-000291-00-1,9,n.,antibiotics,-,抗生素，抗菌素
000291,19-000291-00-2,9,adj.,-,-,（与）抗生素（有关）的，（与）抗菌素（有关）的
007732,19-007732-00-1,9,n.,discords,-,意见分歧，不和；不和谐音，不协和弦
007732,19-007732-00-2,9,v.,discords-discording-discorded-discorded,-,<古>（人）有不同意见；（事物）不一致，不协调
007732,19-007732-00-3,9,-,-,-,【名】 （Discord）（法）迪斯科尔（人名）
007984,19-007984-00-1,9,adj.,-,-,可吃的
007984,19-007984-00-2,9,n.,-,-,食物（常用复数）
007511,19-007511-00-1,9,v.,dispenses-dispensing-dispensed-dispensed,-,发放，分配；提供，施予；配（药），发（药）
007579,19-007579-00-1,9,n.,meteorologies,-,气象状态，气象学
006340,19-006340-00-1,9,v.,vanishes-vanishing-vanished-vanished,-,突然不见，消失；不复存在，灭绝；（数学）变为零；使不见，使消失
006340,19-006340-00-2,9,n.,-,-,弱化音
006354,19-006354-00-1,9,n.,veils,-,面纱，面罩；（修女的）头巾；遮盖物，掩饰，借口；避而不谈（难堪或不愉快的）某事；（古犹太教）圣布；（植）菌幕；（穆斯林国家妇女）带面纱的习俗
006354,19-006354-00-2,9,v.,veils-veiling-veiled-veiled,-,以面纱掩盖；遮盖，掩饰
006354,19-006354-00-3,9,-,-,-,【名】 （Veil）（法）韦伊，（德）法伊尔（人名）
007826,19-007826-00-1,9,vt.,-,-,使窒息；抑制；（用灰等）闷熄；忍住
007826,19-007826-00-2,9,vi.,-,-,窒息；被抑制；闷死
007826,19-007826-00-3,9,n.,-,-,窒息状态；令人窒息的浓烟
008060,19-008060-00-1,9,n.,doves,-,鸽子；鸽派人士，主和派人士
008060,19-008060-00-2,9,n.,doves,-,（Dove）（基督教艺术作品和诗歌中的）圣灵
008060,19-008060-00-3,9,v.,-,-,跳水；潜水；突然大幅贬值，暴跌（dive 的过去式和过去分词）
008060,19-008060-00-4,9,-,-,-,【名】 （Dove）（美）达夫（人名）
002852,19-002852-00-1,9,adj.,-,-,极大的，巨大的；非常好，极好；无边无际的
007827,19-007827-00-1,9,adj.,-,-,（基于）假设的，假定的
007827,19-007827-00-2,9,n.,hypotheticals,-,假设命题，假设陈述
007700,19-007700-00-1,9,n.,stashes,-,藏匿处；藏匿物
007700,19-007700-00-2,9,vt.,-,-,存放；贮藏
007700,19-007700-00-3,9,vi.,-,-,存放；藏起来
005028,19-005028-00-1,9,n.,schedules,-,计划（表），进度表；<美>（公共汽车、火车等的）时间表；（价目、费用等的）清单，一览表；（电视或电台的）节目表；<美>（学校的）课程表；<法律> 附件（尤指表格、单据等）；（英国所得税制的）报税单
005028,19-005028-00-2,9,v.,schedules-scheduling-scheduled-scheduled,-,安排，预定；列入，收进（正式目录、清单等中）；<英> 把（建筑物）列为文物保护单位
007820,19-007820-00-1,9,n.,-,-,潮气，水分
008274,19-008274-00-1,9,adj.,-,-,扩散性的，侵入的；切入的，开刀的
002398,19-002398-00-1,9,adj.,-,-,令人懊恼的，令人沮丧的
002398,19-002398-00-2,9,v.,-,-,使懊恼，使沮丧；挫败，阻挠；受挫（frustrate 的现在分词形式）
