root,serial,level,part_of_speech,addition,explaination_e,explaination_c
002942,19-002942-00-1,9,v.,indulges-indulging-indulged-indulged,-,沉湎，沉溺；纵容，迁就；满足（情感、兴趣、欲望等）；参加，参与（尤指违法活动）
007946,19-007946-00-1,9,n.,crescents,-,新月形，月牙形；新月（伊斯兰教的象征）；<史>伊斯兰（或奥斯曼帝国）政权（the Crescent）；新月形街道（尤用于街道名称）；新月形纹章（尖端通常向上，也作为家族次子的标志）；新月斑，翅蝶（或蛾）
007946,19-007946-00-2,9,adj.,-,-,新月形的，月牙形的；<文>成长中的，发展中的，逐渐增加的
007946,19-007946-00-3,9,-,-,-,【名】 （Crescent）（法）克雷桑（人名）
004690,19-004690-00-1,9,n.,referees,-,（比赛的）裁判员；仲裁员，调解人；<英>（求职等时的）证明人，介绍人；（刊登前鉴定文章的）审阅人，（拨款前鉴定研究计划的）鉴定专家
004690,19-004690-00-2,9,v.,referees-refereeing-refereed-refereed,-,（给……）当裁判；（给……）做仲裁员，（给……）做调解人；审阅，鉴定（专业性强的文章）
004139,19-004139-00-1,9,adj.,more perfect-most perfect,-,无瑕的，完好的；完全正确的，极其准确的；完美的，理想的；最佳的，绝配的；十足的，完全的；通常的，大体的；（语法）完成时的，完成式的；（数字）完全的；（花）有雌雄蕊的；（昆虫）性成熟的；（真菌）有性孢子形成阶段的，有性的；完成时的，完成式的
004139,19-004139-00-2,9,v.,perfects-perfecting-perfected-perfected,-,完善，使完美；双面印完（一页纸）；<法律>使（礼物、头衔等）合法转移
004139,19-004139-00-3,9,n.,-,-,（语法）完成时，完成体
004139,19-004139-00-4,9,-,-,-,【名】 （Perfect）（美、爱、英）珀费克特（人名）
000228,19-000228-00-1,9,adj.,-,-,轮流的，交替的；间隔的；供选择的，备用的；（叶，芽）互生的；另类的
000228,19-000228-00-2,9,v.,alternates-alternating-alternated-alternated,-,（使）交替，（使）轮流
000228,19-000228-00-3,9,n.,alternates,-,替补者，候补者
003123,19-003123-00-1,9,adj.,more irrational-most irrational,-,非理性的，不合逻辑的，荒谬的；无理的
003123,19-003123-00-2,9,n.,irrationals,-,无理数
007914,19-007914-00-1,9,adv.,-,-,一字不差地，逐字地
007914,19-007914-00-2,9,adj.,-,-,一字不差的，逐字的
002929,19-002929-00-1,9,n.,indications,-,指示，标示；象征，暗示，迹象
003706,19-003706-00-1,9,adj.,-,-,相互的，彼此的；共同的，共有的；（保险公司、建筑协会等）互助的
003706,19-003706-00-2,9,n.,-,-,互助公司
007296,19-007296-00-1,9,n.,larvae或larvas,-,[水产] 幼体，[昆] 幼虫
007296,19-007296-00-2,9,n.,larvae或larvas,-,（Larva）（芬、捷）拉尔瓦（人名）
007091,19-007091-00-1,9,v.,expels-expelling-expelled-expelled,-,把……开除（或除名）；驱逐；排出（空气、水、气体等）
005888,19-005888-00-1,9,adj.,-,-,理论的；理论上存在的，假设的
007088,19-007088-00-1,9,v.,devotes-devoting-devoted-devoted,-,献身，致力；用于
008182,19-008182-00-1,9,adj.,-,-,无缺点的；清白的
003561,19-003561-00-1,9,n.,metaphors,-,隐喻，暗喻；象征，标志
004438,19-004438-00-1,9,n.,profiles,-,（人头部的）侧面（像），侧影；（某物的）外形，轮廓；（人、团体或组织的）简介，概况；（人或组织的）形象，姿态；纵断面，剖面；（地球表面纵断面的）轮廓（如河流走向）；（舞台的）平面布景；（以数量形式记录事物特点的）曲线图，数据图表；（记载个人心理或行为特点、喜好等的）档案
004438,19-004438-00-2,9,v.,profiles-profiling-profiled-profiled,-,概述，扼要介绍；给……画侧面像，显出……侧面轮廓；显出……的轮廓（be profiled）；（尤指用模板）铣出轮廓，使……成形
005505,19-005505-00-1,9,n.,stances,-,（公开表明的）观点，态度，立场；（尤指体育运动中的）站立姿势；（用来系绳索的）岩架，立足点，立脚处；街边市场，（街上小贩的）货摊，出租汽车停车处
007779,19-007779-00-1,9,n.,infirmities,-,（尤指老年的）体弱，病弱；（长期的）疾病，病症；缺点
002237,19-002237-00-1,9,adj.,-,-,有限的，有限制的；限定的
002237,19-002237-00-2,9,n.,-,-,有限之物
007365,19-007365-00-1,9,n.,milestones,-,重要事件，转折点；里程碑，里程标
007365,19-007365-00-2,9,-,-,-,【名】  (Milestone) 迈尔斯通（人名）
008130,19-008130-00-1,9,n.,torments,-,（肉体、精神上的）折磨，痛苦；使人痛苦的人（物）
008130,19-008130-00-2,9,v.,torments-tormenting-tormented-tormented,-,使痛苦，折磨；骚扰，捉弄
007440,19-007440-00-1,9,adj.,-,-,（疾病）大规模流行的
007440,19-007440-00-2,9,n.,pandemics,-,<正式>大流行病
002031,19-002031-00-1,9,prep.,-,-,除……外，不包括
002031,19-002031-00-2,9,conj.,-,-,除了，只是；要不是
002031,19-002031-00-3,9,v.,excepts-excepting-excepted-excepted,-,不包括，把……排除在外
008191,19-008191-00-1,9,adj.,-,-,缺乏，完全没有
008325,19-008325-00-1,9,n.,observatories,-,天文台，气象台；视野开阔的位置（或建筑物）
004408,19-004408-00-1,9,adj.,-,-,先前的，事先的；<正式>优先的，更重要的；<正式>在前面的（prior to）
004408,19-004408-00-2,9,n.,priors,-,<美，非正式>犯罪前科；小修道院院长；大修道院副院长；托钵会会长
004408,19-004408-00-3,9,-,-,-,【名】 （Prior）（美）普廖尔（人名）
005561,19-005561-00-1,9,n.,storeys,-,楼层，层
005561,19-005561-00-2,9,-,-,-,【名】 （Storey）（西、瑞典）斯托雷，（英）斯托里 （人名）
007377,19-007377-00-1,9,v.,depletes-depleting-depleted-depleted,-,大量减少，耗尽
007171,19-007171-00-1,9,n.,purchasers,-,买方；购买者
002103,19-002103-00-1,9,adj.,-,-,外部的，外面的；对外的，与外国有关的；外来的，外聘的；（药品等类似物质）外用的
002103,19-002103-00-2,9,n.,externals,-,外表，外部特征
007327,19-007327-00-1,9,n.,turbines,-,涡轮机，汽轮机
007486,19-007486-00-1,9,n.,toxicities,-,[毒物] 毒性
007849,19-007849-00-1,9,adj.,more rigorous-most rigorous,-,（测试、系统或程序）严密的，缜密的；（规则，制度等）严格的，苛刻的；一丝不苟的；严酷的，恶劣的
003326,19-003326-00-1,9,n.,liberties,-,自由，自由权；（某种）合法权利；冒犯行为（或言语），失礼；意志自由，选择自由；<非正式> 自以为是的言语，专断的行动；（水手的）上岸休假
003326,19-003326-00-2,9,-,-,-,【名】 （Liberty）（英）利伯蒂（人名）
007813,19-007813-00-1,9,n.,comprehensions,-,理解力，领悟力；（听力或阅读）理解测试；包括，包含
007976,19-007976-00-1,9,n.,beverages,-,饮料
001225,19-001225-00-1,9,n.,conventions,-,习俗，惯例；大会，集会；公约，协定；（文学、艺术上的）传统手法，传统风格
000829,19-000829-00-1,9,adj.,more casual-most casual,-,休闲的，便装的；随便的，非正式的；漫不经心的，随意的；临时的，短期的；碰巧的，偶然的；不认真的，马虎的；不定期的，偶尔的；感情不深的，疏远的
000829,19-000829-00-2,9,n.,casuals,-,便服，便装（casuals）；临时工；<英>散漫青年；待命士兵
007249,19-007249-00-1,9,n.,-,-,剽窃，抄袭；剽窃作品
001016,19-001016-00-1,9,n.,coincidences,-,巧合，同时发生；相符，一致；符合
000583,19-000583-00-1,9,adj.,-,-,奇异的，古怪的
000229,19-000229-00-1,9,n.,alternatives,-,可供选择的事物，替代物
000229,19-000229-00-2,9,adj.,-,-,可替代的，备选的；非传统的，另类的；（两者）互不相容的，非此即彼的
000229,19-000229-00-1,9,n.,alternatives,-,可供选择的事物，替代物
000229,19-000229-00-2,9,adj.,-,-,可替代的，备选的；非传统的，另类的；（两者）互不相容的，非此即彼的
008159,19-008159-00-1,9,adj.,-,-,污秽的
008159,19-008159-00-2,9,v.,-,-,弄脏；玷污（begrime 的过去分词）
008303,19-008303-00-1,9,adj.,-,-,对……过敏的；过敏引起的，过敏性的；对……极其反感的
008363,19-008363-00-1,9,adj.,-,-,知觉的，感知的
003047,19-003047-00-1,9,adj.,more intellectual-most intellectual,-,智力的，理智的；才智超群的；需智力的；思想的，思维的
003047,19-003047-00-2,9,n.,intellectuals,-,知识分子
005590,19-005590-00-1,9,v.,strikes-striking-struck-struck或stricken,-,"击，撞；（用手或武器等）打；罢工；突然想到，突然意识到；突击，袭击，进攻；（疾病、灾难等）侵袭；让（某人）觉得；引起（强烈感情）；达成，达到；行进；（时钟）敲响；发现（黄金，矿物，石油）；铸造，冲制；删除；踢球，击球；使处于特定状态；摆出（姿态）；照在……上；弹奏，奏出；划（火柴）, 击出（火星）；拆除（帐篷、帆等）；生根，附着；（渔）急拉钓线把鱼钩住；来到"
005590,19-005590-00-2,9,n.,strikes,-,罢工，罢市，罢课；袭击，攻击；击，踢；（石油等宝贵资源的）发现；（投出的）好球；（棒球中的）击空；（十柱保龄球）一投全倒；不利因素；拒绝，抗拒；（地层、断层等地质特征的）走向
005590,19-005590-00-3,9,-,-,-,【名】 （Strike）（美、俄、秘）斯特赖克（人名）
007580,19-007580-00-1,9,n.,-,-,推销；销售规划
007580,19-007580-00-2,9,v.,-,-,推销；经营（merchandise 的 ing 形式）
000131,19-000131-00-1,9,n.,administrations,-,管理，行政；管理部门，行政部门；（某一任期的）政府；执行，监管；（药的）服用，配给；遗产管理，（债务人、其他个人或破产公司的）资产管理
005598,19-005598-00-1,9,v.,strolls-strolling-strolled-strolled,-,散步，闲逛；（体育比赛）轻而易举地获胜
005598,19-005598-00-2,9,n.,strolls,-,散步，溜达；（竞赛中）轻易的胜利
007978,19-007978-00-1,9,n.,localities,-,（特定的）地方，地区
007214,19-007214-00-1,9,adj.,-,-,同种类的，同性质的；齐性的，齐次的；同形态（固态、液态或气态）的
000676,19-000676-00-1,9,v.,breeds-breeding-bred-bred,-,交配繁殖；饲养，培育；养育，培养；引起，酿成；（通过核反应）增殖可裂变物质
000676,19-000676-00-2,9,n.,breeds,-,品种；（人的）类型，种类
000676,19-000676-00-3,9,-,-,-,【名】 （Breed）（美）布里德（人名）
007716,19-007716-00-1,9,n.,pastures,-,牧场，牧草地；生活状况，个人发展的机遇
007716,19-007716-00-2,9,v.,pastures-pasturing-pastured-pastured,-,放牧；（牛、羊等）在草地上吃草
007716,19-007716-00-3,9,-,-,-,【名】 （Pasture）（英）帕斯彻，（法）帕斯蒂尔（人名）
001645,19-001645-00-1,9,adj.,-,-,谨慎的，周到的；小巧的，不引人注意的
007573,19-007573-00-1,9,n.,installments,-,安装；分期付款；部分；就职
007872,19-007872-00-1,9,n.,-,-,高级官员，政界要员；（中文）普通话；（旧时中国的）官吏；柑橘；橘树；（用作传统中式服装饰件的）摆头人
005123,19-005123-00-1,9,adj.,-,-,单独的，分开的；不同的，不相关的
005123,19-005123-00-2,9,v.,separates-separating-separated-separated,-,（使）分离；（把……）分成不同部分；隔开，阻隔；（夫妻）分居，（同居情侣）分手；区分，区别；<美>解雇，辞退
005123,19-005123-00-3,9,n.,separates,-,可搭配穿着的单件衣服（separates）；独立音响设备（separates）；（按照颗粒大小、矿物组成等标准的）土壤划分（separates）
007358,19-007358-00-1,9,adj.,-,-,易受攻击的，有隙可乘的
007343,19-007343-00-1,9,n.,conquests,-,征服，占领；占领地，征服的土地；克服，攻克；爱情的俘虏
007343,19-007343-00-2,9,-,-,-,【名】 （Conquest）（英）康奎斯特（人名）
008333,19-008333-00-1,9,n.,-,-,花言巧语，浮夸之词；修辞，修辞学
008145,19-008145-00-1,9,vt.,-,-,使疏远；离间
007028,19-007028-00-1,9,adj.,-,-,有过失的；怠忽的；拖欠债务的
007028,19-007028-00-2,9,n.,-,-,流氓；行为不良的人；失职者
000573,19-000573-00-1,9,n.,biographies,-,传记，传记文学；生平
003122,19-003122-00-1,9,n.,ironies,-,（出乎意料的）奇异可笑之处，具有讽刺意味的情况；反语，讽刺
003122,19-003122-00-2,9,adj.,-,-,铁的；含铁的；似铁的
008314,19-008314-00-1,9,adj.,-,-,刺耳的；不谐和的；不调和的
002977,19-002977-00-1,9,n.,ingredients,-,（食品的）成分，原料；要素，因素
002977,19-002977-00-2,9,adj.,-,-,构成组成部分的
006082,19-006082-00-1,9,adj.,-,-,部落的，部族的；；<贬>有组成集团倾向的，集团意识强的； 部落的，部族的
006082,19-006082-00-2,9,n.,-,-,（尤指印度次大陆的）部落成员（tribals）
006082,19-006082-00-3,9,-,-,-,【名】 （Tribal）（法）特里巴尔（人名）
003630,19-003630-00-1,9,adj.,more moderate-most moderate,-,普通的，中等的；不偏激的，温和的；有节制的，不过分的；（变化）不大的，有限的
003630,19-003630-00-2,9,v.,moderates-moderating-moderated-moderated,-,缓和，使适中；主持（讨论或会议）；审核评分（查看不同阅卷人所打分数是否公平一致）；（物理）使（中子）减速
003630,19-003630-00-3,9,n.,moderates,-,持温和政见者
000285,19-000285-00-1,9,adv.,-,-,每年，一年一次地
008139,19-008139-00-1,9,v.,incinerates-incinerating-incinerated-incinerated,-,把……烧成灰烬，焚毁
007394,19-007394-00-1,9,n.,glossaries,-,词汇表，术语表；专门词典
007780,19-007780-00-1,9,n.,retrenchments,-,节省；删除
001174,19-001174-00-1,9,adj.,more constant-most constant,-,持续不断的，经常发生的；恒定的，不变的；忠诚的，忠实的
001174,19-001174-00-2,9,n.,constants,-,常数，恒量；不变的事物
001174,19-001174-00-3,9,-,-,-,【名】 （Constant） （德）康斯坦特（人名）
001493,19-001493-00-1,9,vt.,-,-,拆毁，拆除（建筑物）；（意外）毁坏，破坏；推翻，驳倒（观点或理论）；<非正式>轻易击败，完胜；<非正式>狼吞虎咽地吃，很快吃光；伤害（感情），破坏（计划）
008112,19-008112-00-1,9,v.,wrestles-wrestling-wrestled-wrestled,-,（与某人）摔跤，扭打；使劲搬动，用力操作；努力解决，艰难对付
008112,19-008112-00-2,9,n.,-,-,摔跤，角力；艰苦的斗争，搏斗
008180,19-008180-00-1,9,v.,hampers-hampering-hampered-hampered,-,阻碍，妨碍
008180,19-008180-00-2,9,n.,hampers,-,（尤指装食物用的）带盖大篮子；（装有各种食品的）礼物篮；<美>脏衣篓；障碍船具
007422,19-007422-00-1,9,n.,sediments,-,沉淀物，沉渣；（最终形成岩石层的沙、石等）沉积物
007422,19-007422-00-2,9,v.,sediments-sedimenting-sedimented-sedimented,-,（液体）沉淀；沉积
007590,19-007590-00-1,9,adj.,more complementary-most complementary,-,相互补充的，相辅相成的；互补色的；（基因序列、核苷酸等）互补的；（与）补充医学（有关）的；余角的，互为余角的
002656,19-002656-00-1,9,n.,headquarters,-,总部，总公司；司令部，指挥部
008089,19-008089-00-1,9,n.,autobiographies,-,自传；自传体写作
008077,19-008077-00-1,9,n.,concords,-,和谐；和睦；一致；协调
008229,19-008229-00-1,9,adj.,-,-,爱交际的，合群的；（动物）群居的；（植物）聚生的
007285,19-007285-00-1,9,v.,devastates-devastating-devastated-devastated,-,毁坏，破坏；使极度震惊，使伤心欲绝
006055,19-006055-00-1,9,v.,transmits-transmitting-transmitted-transmitted,-,播送，传输，发射；传递，传达（思想、情感）；传播，传染（病毒、疾病等）；传导（声、电等），透（光等）
005376,19-005376-00-1,9,adj.,more solitary-most solitary,-,独自的，单独的；偏僻的，孤立的；独自完成的；（人或动物）独处的，独居的；（花或其他部分）单生的；唯一的，仅有的
005376,19-005376-00-2,9,n.,solitaries,-,单独监禁；独居者，隐士
007199,19-007199-00-1,9,n.,reinforcements,-,援兵，增援部队（reinforcements）；加强，加固；加固物，强化剂；（尤指通过鼓励或奖赏的）加深，增进，强化；回应
002760,19-002760-00-1,9,adj.,-,-,好客的，热情友好的；环境适宜的；乐于接受的
008131,19-008131-00-1,9,vt.,-,-,狂饮；暴食
008131,19-008131-00-2,9,vi.,-,-,狂饮；暴食；狼吞虎咽
008131,19-008131-00-3,9,n.,-,-,狂饮；豪饮作乐
008131,19-008131-00-4,9,n.,-,-,（Guzzle）人名；（英）古兹尔
007157,19-007157-00-1,9,vt.,-,-,逐出，驱逐；使……移动；用力移动
007157,19-007157-00-2,9,vi.,-,-,驱逐，逐出；离开原位
005893,19-005893-00-1,9,n.,therapies,-,治疗，疗法；心理治疗；（对身心健康）有裨益的活动
004476,19-004476-00-1,9,v.,prosecutes-prosecuting-prosecuted-prosecuted,-,起诉，控告，检举；（律师在法庭上）指控，公诉；<正式>继续（尤指战争）；<古>继续从事（某职业），追求
003592,19-003592-00-1,9,n.,ministries,-,（政府的）部，部办公楼；（全体）牧师；神职，神职任期；一任首相的执政期；照料，服务
007499,19-007499-00-1,9,vt.,-,-,（使）同步；对准（钟，表）；相符；（电脑）同步化
007003,19-007003-00-1,9,adv.,-,-,定期地，周期性地；偶尔，间歇
002903,19-002903-00-1,9,n.,inclinations,-,倾向，意愿；趋向，趋势；斜坡，斜度；轻微向下的动作；轨道交角
007726,19-007726-00-1,9,v.,proclaims-proclaiming-proclaimed-proclaimed,-,（正式）宣告，（公开）声明；强调，声称；（标志或通知）宣传，告知；清楚表明，显示
007287,19-007287-00-1,9,adj.,-,-,痉挛的，痉挛性的；间歇性的
003715,19-003715-00-1,9,adj.,-,-,裸露的，无遮盖的；肉眼的；裸体的，不穿衣服的；露骨的，明显的；缺乏保护的，无力自卫的；（动物）没有皮毛的，没有羽毛的；公然的
008364,19-008364-00-1,9,vi.,-,-,变化，产生突变
008364,19-008364-00-2,9,vt.,-,-,改变，使突变
007507,19-007507-00-1,9,n.,-,-,陶器；瓦器；土器
004677,19-004677-00-1,9,v.,rectifies-rectifying-rectified-rectified,-,<正式>纠正，矫正；整流，把（交流电）转变成直流电；蒸馏；求曲线的直线等长
007938,19-007938-00-1,9,adj.,-,-,无伪装的；公开的；不戴假面具的
001922,19-001922-00-1,9,v.,endorses-endorsing-endorsed-endorsed,-,（公开）赞同，认可；（在广告中对某种产品）宣传，吹捧；（尤指在支票背面）签名，背书；(在驾驶执照上)记录违章事项
001082,19-001082-00-1,9,v.,compiles-compiling-compiled-compiled,-,汇编，编纂；编译（电脑程式）；收集，搜集（信息，资料）；累积（得分）
007427,19-007427-00-1,9,adj.,-,-,课外的；工作之外的，婚姻之外的
007261,19-007261-00-1,9,v.,orientates-orientating-orientated-orientated,-,朝向，面向；确定方向；使熟悉，适应；以……为重点（同 orient）
000966,19-000966-00-1,9,n.,clauses,-,从句，分句；（法律文件的）条款
000966,19-000966-00-2,9,-,-,-,【名】 （Clause）（法）克洛斯（人名）
007936,19-007936-00-1,9,adj.,more caustic-most caustic,-,[化学] 腐蚀性的；[化学] 苛性的；刻薄的；焦散的
007936,19-007936-00-2,9,n.,caustics,-,[助剂] 腐蚀剂；苛性钠；焦散曲线
005618,19-005618-00-1,9,adj.,more stylish-most stylish,-,时髦的，流行的，有格调的；潇洒的
002878,19-002878-00-1,9,v.,imposes-imposing-imposed-imposed,-,强制推行，强制实行；把（自己的观点、信仰等）强加于；打扰，麻烦；把（活字页）拼版；欺骗
007911,19-007911-00-1,9,adj.,more interdependent-most interdependent,-,相互依赖的；互助的
003563,19-003563-00-1,9,adj.,-,-,一丝不苟的，注意细节的
008304,19-008304-00-1,9,n.,-,-,不可侵犯；神圣
003368,19-003368-00-1,9,n.,litters,-,（公共场所内乱扔的）垃圾，废弃物；一堆杂乱的东西；（同时出生的）一窝（小动物）；猫砂；（森林里的）落叶，落叶层；（家畜睡觉用的）褥草，垫草；轿子；担架
003368,19-003368-00-2,9,v.,litters-littering-littered-littered,-,散乱覆盖；（在公共场所）乱扔（垃圾）；使（某事物）充满；（狗、猫等动物）产仔；<古>（为马或其他动物）铺褥草
003368,19-003368-00-3,9,-,-,-,【名】 （Litter）（匈、德）利特（人名）
008173,19-008173-00-1,9,n.,orbits,-,（环绕地球、太阳等运行的）轨道；势力范围，影响范围；眼眶，眼窝
008173,19-008173-00-2,9,v.,orbits-orbiting-orbited-orbited,-,沿轨道运行，环绕……运行；使（卫星）进入轨道
008283,19-008283-00-1,9,adj.,-,-,（动作）敏捷的，灵活的；（思维）机敏的，机灵的；表示项目管理方法的
004840,19-004840-00-1,9,v.,restores-restoring-restored-restored,-,恢复（某种情况或感受）；使复原，使复位；修复，整修；重新采用，恢复使用；归还
007163,19-007163-00-1,9,adj.,-,-,装饰性的，作点缀的
007163,19-007163-00-2,9,n.,ornamentals,-,观赏植物；装饰品
007866,19-007866-00-1,9,v.,perpetuates-perpetuating-perpetuated-perpetuated,-,使持续，使长久（尤指不好的事物）
005629,19-005629-00-1,9,n.,substitutes,-,替代品，代替物；（体育比赛中的）替补队员；令人满意的替代物，与之媲美的事物；<苏格兰，法律>副职
005629,19-005629-00-2,9,v.,substitutes-substituting-substituted-substituted,-,用……代替；（比赛中）替换（运动员）；代替（某人的工作）；（化）取代（分子中的一个或一组原子，尤指氢原子）
005629,19-005629-00-3,9,adj.,-,-,替代性的
004758,19-004758-00-1,9,n.,remedies,-,解决方法，纠正方法；法定补偿（办法）；治疗（法），药品；（硬币的）公差
004758,19-004758-00-2,9,v.,remedies-remedying-remedied-remedied,-,补救，纠正；治疗
007147,19-007147-00-1,9,v.,nourishes-nourishing-nourished-nourished,-,养育，滋养；培养，怀有（感情、信念等）
008355,19-008355-00-1,9,adj.,-,-,缺乏，完全没有
007788,19-007788-00-1,9,n.,marbles,-,大理石；大理石雕像；（玻璃）弹珠，弹球游戏；<非正式>理智，智力
007788,19-007788-00-2,9,adj.,-,-,冷酷无情的；大理石的
007788,19-007788-00-3,9,v.,marbles-marbling-marbled-marbled,-,使……显得斑驳，使……有大理石花纹
007788,19-007788-00-4,9,-,-,-,【名】 （Marble）（英）马布尔（人名）
005014,19-005014-00-1,9,adj.,scarcer或more scarce-scarcest或most scarce,-,缺乏的，不足的；稀有的，少见的；故意缺席的
005014,19-005014-00-2,9,adv.,-,-,<文>几乎不
007290,19-007290-00-1,9,v.,scrapes-scraping-scraped-scraped,-,（用小刀等）刮除；（使）刮擦；擦伤，刮坏；（使）发出刺耳的刮擦声；勉强维持，艰难地完成；勉强维持生活（scrape by/along）；勉强通过；（艰难地）凑集，积累（scrape sth. together/up）；节俭；挖坑，挖洞； 把头发拢在后面（scrape sth. back）；（幽默）不入调地演奏小提琴；<英>在面包上涂一层薄薄的（黄油，人造黄油）；用程序从网上下载（数据）
007290,19-007290-00-2,9,n.,scrapes,-,擦伤，擦痕；刮擦，刮擦声；<非正式>困境，窘境；地面空洞处，（尤指鸟求爱、筑巢时）在地面挖的洞；<英>涂在面包上的一层黄油（或麦琪淋）；<非正式>（医）刮宫
001221,19-001221-00-1,9,n.,controversies,-,争论，争议
004747,19-004747-00-1,9,adj.,more religious-most religious,-,宗教的，与宗教相关的；笃信宗教的，虔诚的；极其严谨的，十分认真的；<非正式>小心的，谨慎的 ；<非正式>对……很感兴趣的，热衷……的
004747,19-004747-00-2,9,n.,religious,-,修士，修女
001834,19-001834-00-1,9,adj.,-,-,可食用的
001834,19-001834-00-2,9,n.,edibles,-,食物
003476,19-003476-00-1,9,n.,margins,-,页边空白；差额，幅度；盈余，利润；余地，备用的时间（或空间、金钱等）；边缘，非主体部分；保证金，押金；<澳新>额外报酬
003476,19-003476-00-2,9,v.,margins-margining-margined-margined,-,给……加上边；预付定金，交押金；<古>页边做注释或总结
003476,19-003476-00-3,9,-,-,-,【名】 （Margin）（俄、意）马尔金（人名）
001981,19-001981-00-1,9,n.,-,-,侵蚀，腐蚀；削弱，降低；糜烂
007635,19-007635-00-1,9,n.,hemispheres,-,（地球的）半球；脑半球；（球体的）一半
001266,19-001266-00-1,9,adj.,cosier-cosiest,-,温暖舒适的；愉快的，友好的；密切的，相互勾结的；轻易得到的；避免困难的，自满的
001266,19-001266-00-2,9,n.,cosies,-,保暖罩
001266,19-001266-00-3,9,v.,cosies-cosying-cosied-cosied,-,献殷勤，取悦
007370,19-007370-00-1,9,n.,-,-,表层土；上层土
007098,19-007098-00-1,9,n.,consignments,-,发送的货物，运送物；发送，投递；寄售，寄卖；委托，托付
007987,19-007987-00-1,9,v.,calibrates-calibrating-calibrated-calibrated,-,校准，标定（测量仪器等）；精确测量，准确估量；调整（实验结果），调节
003019,19-003019-00-1,9,v.,inspects-inspecting-inspected-inspected,-,检查，审视；检阅，视察；进行检查，进行视察
007138,19-007138-00-1,9,n.,inlets,-,小湖湾，小河湾；（空气、气体或液体进入机器等的）进口，入口；（主要指成衣业及女装业）嵌片
007138,19-007138-00-2,9,v.,inlets-inletting-inlet-inlet,-,嵌入，插入
005465,19-005465-00-1,9,n.,sponsors,-,赞助者，赞助商；（培训或教育的）资助者；（慈善活动的）捐款者，捐资机构；法案的倡议者；担保人，保证人；（宗教事宜中的）引领人
005465,19-005465-00-2,9,v.,sponsors-sponsoring-sponsored-sponsored,-,赞助（活动、节目等）； 为慈善活动捐资，为义赛捐款；倡议，提交（法案等）；主办，促成；纵容；为……担保
007758,19-007758-00-1,9,n.,colonies,-,殖民地；殖民团，移民队；聚集人群，聚居地（区）；群体，群落；（统称）英属殖民地；（美国独立前的）北美十三州
007865,19-007865-00-1,9,n.,configurations,-,布局，构造；配置
007578,19-007578-00-1,9,n.,compatriots,-,同胞，同国人；同事，伙伴
001980,19-001980-00-1,9,v.,erodes-eroding-eroded-eroded,-,侵蚀，腐蚀；削弱，降低
007907,19-007907-00-1,9,n.,indulgences,-,沉溺，沉迷；纵容，放纵；嗜好，享受；宽容，包涵；（中世纪时罗马天主教会授予的）特赦，赦免；付款延期，偿债延期
007416,19-007416-00-1,9,n.,sinews,-,筋；肌腱；体力；精力
007416,19-007416-00-2,9,vt.,-,-,加强；使牢固
007128,19-007128-00-1,9,v.,gropes-groping-groped-groped,-,摸索；摸索着走；探索，努力寻求；猥亵，乱摸
007128,19-007128-00-2,9,n.,gropes,-,摸，猥亵
007128,19-007128-00-3,9,-,-,-,【名】 （Grope）（德）格罗佩（人名）
006583,19-006583-00-1,9,v.,withstands-withstanding-withstood-withstood,-,顶住，抵住；经受住，承受住（攻击、批评等）；反抗
007044,19-007044-00-1,9,v.,-,-,（表示不愿意讲话时）发出哼声，嘟哝着说；发出咕噜声
007044,19-007044-00-2,9,n.,-,-,（人或动物的）呼噜声，咕哝声；<非正式>干重体力活工资低的工人；<美，非正式>（步兵或海军陆战队中的)）低等兵；石鲈鱼；<英，非正式>（尤指机动车辆的）动力；一种浆果面饼甜点
